SYMBOL	ENSEMBL	ENTREZID	GENENAME
LGALS7B	ENSG00000178934	653499	galectin 7B
LGALS7B	ENSG00000205076	653499	galectin 7B
LGALS7B	ENSG00000282902	653499	galectin 7B
LGALS7B	ENSG00000283082	653499	galectin 7B
COL6A6	ENSG00000206384	131873	collagen type VI alpha 6 chain
STMN4	ENSG00000015592	81551	stathmin 4
DNAJB6	ENSG00000105993	10049	DnaJ heat shock protein family (Hsp40) member B6
CD300LG	ENSG00000161649	146894	CD300 molecule like family member g
C6orf203	ENSG00000130349	51250	chromosome 6 open reading frame 203
SSSCA1	ENSG00000173465	10534	Sjogren syndrome/scleroderma autoantigen 1
DDN	ENSG00000181418	23109	dendrin
ZNF155	ENSG00000204920	7711	zinc finger protein 155
RBMX	ENSG00000147274	27316	RNA binding motif protein X-linked
HMG20B	ENSG00000064961	10362	high mobility group 20B
FBXL7	ENSG00000183580	23194	F-box and leucine rich repeat protein 7
TACR3	ENSG00000169836	6870	tachykinin receptor 3
CLRN1	ENSG00000163646	7401	clarin 1
ANKRD23	ENSG00000163126	200539	ankyrin repeat domain 23
IER3	ENSG00000137331	8870	immediate early response 3
IER3	ENSG00000237155	8870	immediate early response 3
IER3	ENSG00000206478	8870	immediate early response 3
IER3	ENSG00000230128	8870	immediate early response 3
IER3	ENSG00000227231	8870	immediate early response 3
IER3	ENSG00000235030	8870	immediate early response 3
PLCD4	ENSG00000115556	84812	phospholipase C delta 4
VPS53	ENSG00000141252	55275	VPS53, GARP complex subunit
VPS53	ENSG00000283883	55275	VPS53, GARP complex subunit
PQLC1	ENSG00000122490	80148	PQ loop repeat containing 1
MAP10	ENSG00000212916	54627	microtubule associated protein 10
EIF4H	ENSG00000106682	7458	eukaryotic translation initiation factor 4H
KRCC1	ENSG00000172086	51315	lysine rich coiled-coil 1
USP17L2	ENSG00000223443	377630	ubiquitin specific peptidase 17-like family member 2
USP17L2	ENSG00000284990	377630	ubiquitin specific peptidase 17-like family member 2
MANBAL	ENSG00000101363	63905	mannosidase beta like
KRTAP24-1	ENSG00000188694	643803	keratin associated protein 24-1
STK32A	ENSG00000169302	202374	serine/threonine kinase 32A
RELN	ENSG00000189056	5649	reelin
MAT1A	ENSG00000151224	4143	methionine adenosyltransferase 1A
OR4D10	ENSG00000254466	390197	olfactory receptor family 4 subfamily D member 10
CRP	ENSG00000132693	1401	C-reactive protein
MYO1F	ENSG00000142347	4542	myosin IF
CAMKK1	ENSG00000004660	84254	calcium/calmodulin dependent protein kinase kinase 1
CD5L	ENSG00000073754	922	CD5 molecule like
TM4SF5	ENSG00000142484	9032	transmembrane 4 L six family member 5
HLA-DPA1	ENSG00000231389	3113	major histocompatibility complex, class II, DP alpha 1
HLA-DPA1	ENSG00000229685	3113	major histocompatibility complex, class II, DP alpha 1
HLA-DPA1	ENSG00000235844	3113	major histocompatibility complex, class II, DP alpha 1
HLA-DPA1	ENSG00000228163	3113	major histocompatibility complex, class II, DP alpha 1
HLA-DPA1	ENSG00000206291	3113	major histocompatibility complex, class II, DP alpha 1
HLA-DPA1	ENSG00000224103	3113	major histocompatibility complex, class II, DP alpha 1
HLA-DPA1	ENSG00000168384	3113	major histocompatibility complex, class II, DP alpha 1
HLA-DPA1	ENSG00000236177	3113	major histocompatibility complex, class II, DP alpha 1
KCNU1	ENSG00000215262	157855	potassium calcium-activated channel subfamily U member 1
CT47A11	ENSG00000226929	255313	cancer/testis antigen family 47, member A11
LRRC1	ENSG00000137269	55227	leucine rich repeat containing 1
ZBTB39	ENSG00000166860	9880	zinc finger and BTB domain containing 39
SLC22A23	ENSG00000137266	63027	solute carrier family 22 member 23
CBWD5	ENSG00000147996	220869	COBW domain containing 5
CBWD5	ENSG00000196873	220869	COBW domain containing 5
ITIH2	ENSG00000151655	3698	inter-alpha-trypsin inhibitor heavy chain 2
C16orf86	ENSG00000159761	388284	chromosome 16 open reading frame 86
PPRC1	ENSG00000148840	23082	peroxisome proliferator-activated receptor gamma, coactivator-related 1
PRDM15	ENSG00000141956	63977	PR/SET domain 15
N4BP2L2	ENSG00000244754	10443	NEDD4 binding protein 2 like 2
DNAH3	ENSG00000158486	55567	dynein axonemal heavy chain 3
ARL17A	ENSG00000185829	51326	ADP ribosylation factor like GTPase 17A
ARL17A	ENSG00000276276	51326	ADP ribosylation factor like GTPase 17A
ARL17A	ENSG00000275748	51326	ADP ribosylation factor like GTPase 17A
ARL17A	ENSG00000228696	51326	ADP ribosylation factor like GTPase 17A
PAQR5	ENSG00000137819	54852	progestin and adipoQ receptor family member 5
GPR82	ENSG00000171657	27197	G protein-coupled receptor 82
SLC23A1	ENSG00000170482	9963	solute carrier family 23 member 1
TRIP10	ENSG00000125733	9322	thyroid hormone receptor interactor 10
NELFA	ENSG00000185049	7469	negative elongation factor complex member A
CLEC6A	ENSG00000205846	93978	C-type lectin domain containing 6A
FNDC5	ENSG00000160097	252995	fibronectin type III domain containing 5
MYRF	ENSG00000124920	745	myelin regulatory factor
BRD2	ENSG00000204256	6046	bromodomain containing 2
BRD2	ENSG00000230678	6046	bromodomain containing 2
BRD2	ENSG00000234704	6046	bromodomain containing 2
BRD2	ENSG00000215077	6046	bromodomain containing 2
BRD2	ENSG00000234507	6046	bromodomain containing 2
BRD2	ENSG00000236227	6046	bromodomain containing 2
BRD2	ENSG00000235307	6046	bromodomain containing 2
HDGFRP2	NA	NA	NA
PHTF2	ENSG00000006576	57157	putative homeodomain transcription factor 2
SOD2	ENSG00000112096	6648	superoxide dismutase 2
SOD2	ENSG00000285441	6648	superoxide dismutase 2
SCGB1D2	ENSG00000124935	10647	secretoglobin family 1D member 2
HECW2	ENSG00000138411	57520	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
TMEM256	ENSG00000205544	254863	transmembrane protein 256
TMEM256	ENSG00000283771	254863	transmembrane protein 256
PCDHA5	ENSG00000204965	56143	protocadherin alpha 5
MYH10	ENSG00000133026	4628	myosin heavy chain 10
ISPD	ENSG00000214960	729920	isoprenoid synthase domain containing
LIMA1	ENSG00000050405	51474	LIM domain and actin binding 1
MED12	ENSG00000184634	9968	mediator complex subunit 12
POMT1	ENSG00000130714	10585	protein O-mannosyltransferase 1
CASR	ENSG00000036828	846	calcium sensing receptor
RIMS1	ENSG00000079841	22999	regulating synaptic membrane exocytosis 1
ABLIM1	ENSG00000099204	3983	actin binding LIM protein 1
LCN12	ENSG00000184925	286256	lipocalin 12
C19orf47	ENSG00000160392	126526	chromosome 19 open reading frame 47
ZNF519	ENSG00000175322	162655	zinc finger protein 519
CXorf40B	ENSG00000197021	541578	chromosome X open reading frame 40B
CRHR2	ENSG00000106113	1395	corticotropin releasing hormone receptor 2
PROM1	ENSG00000007062	8842	prominin 1
ADAM21	ENSG00000139985	8747	ADAM metallopeptidase domain 21
RHPN2	ENSG00000131941	85415	rhophilin Rho GTPase binding protein 2
FOLR1	ENSG00000110195	2348	folate receptor 1
BTBD1	ENSG00000064726	53339	BTB domain containing 1
NIPAL2	ENSG00000104361	79815	NIPA like domain containing 2
NLGN4X	ENSG00000146938	57502	neuroligin 4 X-linked
AZIN1	ENSG00000155096	51582	antizyme inhibitor 1
CISH	ENSG00000114737	1154	cytokine inducible SH2 containing protein
ABCA8	ENSG00000141338	10351	ATP binding cassette subfamily A member 8
CLSTN1	ENSG00000171603	22883	calsyntenin 1
HARBI1	ENSG00000180423	283254	harbinger transposase derived 1
CASC4	ENSG00000166734	113201	cancer susceptibility 4
FAM46D	NA	NA	NA
GSTM3	ENSG00000134202	2947	glutathione S-transferase mu 3
PDK4	ENSG00000004799	5166	pyruvate dehydrogenase kinase 4
APOB	ENSG00000084674	338	apolipoprotein B
HLA-E	ENSG00000204592	3133	major histocompatibility complex, class I, E
HLA-E	ENSG00000233904	3133	major histocompatibility complex, class I, E
HLA-E	ENSG00000225201	3133	major histocompatibility complex, class I, E
HLA-E	ENSG00000206493	3133	major histocompatibility complex, class I, E
HLA-E	ENSG00000229252	3133	major histocompatibility complex, class I, E
HLA-E	ENSG00000236632	3133	major histocompatibility complex, class I, E
HLA-E	ENSG00000230254	3133	major histocompatibility complex, class I, E
MFSD2B	ENSG00000205639	388931	major facilitator superfamily domain containing 2B
KRTAP19-1	ENSG00000184351	337882	keratin associated protein 19-1
FLT1	ENSG00000102755	2321	fms related tyrosine kinase 1
OSBPL2	ENSG00000130703	9885	oxysterol binding protein like 2
CNBD2	ENSG00000149646	140894	cyclic nucleotide binding domain containing 2
EDARADD	ENSG00000186197	128178	EDAR associated death domain
RGS18	ENSG00000150681	64407	regulator of G protein signaling 18
DPH5	ENSG00000117543	51611	diphthamide biosynthesis 5
ABCC6	ENSG00000091262	368	ATP binding cassette subfamily C member 6
ABCC6	ENSG00000275331	368	ATP binding cassette subfamily C member 6
SLITRK5	ENSG00000165300	26050	SLIT and NTRK like family member 5
MYO16	ENSG00000041515	23026	myosin XVI
MYO16	ENSG00000282848	23026	myosin XVI
NEURL1B	ENSG00000214357	54492	neuralized E3 ubiquitin protein ligase 1B
PAPD5	NA	NA	NA
OR5A2	ENSG00000172324	219981	olfactory receptor family 5 subfamily A member 2
PSKH2	ENSG00000147613	85481	protein serine kinase H2
MIER3	ENSG00000155545	166968	MIER family member 3
ZNF329	ENSG00000181894	79673	zinc finger protein 329
MTIF2	ENSG00000085760	4528	mitochondrial translational initiation factor 2
AGTPBP1	ENSG00000135049	23287	ATP/GTP binding protein 1
GS1-259H13.2	NA	NA	NA
AKR1C1	ENSG00000187134	1645	aldo-keto reductase family 1 member C1
CNRIP1	ENSG00000119865	25927	cannabinoid receptor interacting protein 1
TAAR1	ENSG00000146399	134864	trace amine associated receptor 1
GNPTAB	ENSG00000111670	79158	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
RNF212B	ENSG00000215277	100507650	ring finger protein 212B
RGS11	ENSG00000076344	8786	regulator of G protein signaling 11
HIST1H2AI	ENSG00000196747	8329	histone cluster 1 H2A family member i
NIPA2	ENSG00000140157	81614	NIPA magnesium transporter 2
USP28	ENSG00000048028	57646	ubiquitin specific peptidase 28
CD68	ENSG00000129226	968	CD68 molecule
OLA1	ENSG00000138430	29789	Obg like ATPase 1
CCR8	ENSG00000179934	1237	C-C motif chemokine receptor 8
ABCD3	ENSG00000117528	5825	ATP binding cassette subfamily D member 3
BEST4	ENSG00000142959	266675	bestrophin 4
NMRK1	ENSG00000106733	54981	nicotinamide riboside kinase 1
OLR1	ENSG00000173391	4973	oxidized low density lipoprotein receptor 1
TESK2	ENSG00000070759	10420	testis associated actin remodelling kinase 2
RPS25	ENSG00000118181	6230	ribosomal protein S25
RPS25	ENSG00000280831	6230	ribosomal protein S25
SLC17A4	ENSG00000146039	10050	solute carrier family 17 member 4
LRTM2	ENSG00000166159	654429	leucine rich repeats and transmembrane domains 2
LRTM2	ENSG00000285383	654429	leucine rich repeats and transmembrane domains 2
DEFB130	NA	NA	NA
ABR	ENSG00000159842	29	ABR, RhoGEF and GTPase activating protein
ABR	ENSG00000276016	29	ABR, RhoGEF and GTPase activating protein
ABR	ENSG00000278741	29	ABR, RhoGEF and GTPase activating protein
TAGAP	ENSG00000164691	117289	T cell activation RhoGTPase activating protein
TRHDE	ENSG00000072657	29953	thyrotropin releasing hormone degrading enzyme
CYP4F2	ENSG00000186115	8529	cytochrome P450 family 4 subfamily F member 2
DGAT1	ENSG00000185000	8694	diacylglycerol O-acyltransferase 1
DGAT1	ENSG00000285482	8694	diacylglycerol O-acyltransferase 1
MORN1	ENSG00000116151	79906	MORN repeat containing 1
FADS3	ENSG00000221968	3995	fatty acid desaturase 3
SERTAD4	ENSG00000082497	56256	SERTA domain containing 4
SERTAD4	ENSG00000281230	56256	SERTA domain containing 4
KLHL7	ENSG00000122550	55975	kelch like family member 7
MYO7A	ENSG00000137474	4647	myosin VIIA
PTGER3	ENSG00000050628	5733	prostaglandin E receptor 3
SLC39A1	ENSG00000143570	27173	solute carrier family 39 member 1
FPR1	ENSG00000171051	2357	formyl peptide receptor 1
CACUL1	ENSG00000151893	143384	CDK2 associated cullin domain 1
DIRAS1	ENSG00000176490	148252	DIRAS family GTPase 1
FAM47E	ENSG00000189157	100129583	family with sequence similarity 47 member E
KRT37	ENSG00000108417	8688	keratin 37
KRT37	ENSG00000263022	8688	keratin 37
PI4K2B	ENSG00000038210	55300	phosphatidylinositol 4-kinase type 2 beta
PI4K2B	ENSG00000281028	55300	phosphatidylinositol 4-kinase type 2 beta
SNRNP200	ENSG00000144028	23020	small nuclear ribonucleoprotein U5 subunit 200
C10orf12	NA	NA	NA
FAM49A	ENSG00000197872	81553	family with sequence similarity 49 member A
VANGL1	ENSG00000173218	81839	VANGL planar cell polarity protein 1
TRMT10A	ENSG00000145331	93587	tRNA methyltransferase 10A
OSBPL8	ENSG00000091039	114882	oxysterol binding protein like 8
RICTOR	ENSG00000164327	253260	RPTOR independent companion of MTOR complex 2
IL4I1	ENSG00000104951	259307	interleukin 4 induced 1
PLD4	ENSG00000166428	122618	phospholipase D family member 4
EIF2AK4	ENSG00000128829	440275	eukaryotic translation initiation factor 2 alpha kinase 4
RAN	ENSG00000132341	5901	RAN, member RAS oncogene family
KCNJ1	ENSG00000151704	3758	potassium voltage-gated channel subfamily J member 1
ZNF624	ENSG00000197566	57547	zinc finger protein 624
FZD5	ENSG00000163251	7855	frizzled class receptor 5
C11orf31	NA	NA	NA
PCDHB1	ENSG00000171815	29930	protocadherin beta 1
TP63	ENSG00000073282	8626	tumor protein p63
COA6	ENSG00000168275	388753	cytochrome c oxidase assembly factor 6
FAXC	ENSG00000146267	84553	failed axon connections homolog
ADGRG4	ENSG00000156920	139378	adhesion G protein-coupled receptor G4
LY6G5C	ENSG00000204428	80741	lymphocyte antigen 6 family member G5C
LY6G5C	ENSG00000111971	80741	lymphocyte antigen 6 family member G5C
LY6G5C	ENSG00000226404	80741	lymphocyte antigen 6 family member G5C
LY6G5C	ENSG00000228883	80741	lymphocyte antigen 6 family member G5C
LY6G5C	ENSG00000231325	80741	lymphocyte antigen 6 family member G5C
LY6G5C	ENSG00000237495	80741	lymphocyte antigen 6 family member G5C
LY6G5C	ENSG00000206404	80741	lymphocyte antigen 6 family member G5C
DTNB	ENSG00000138101	1838	dystrobrevin beta
CIDEB	ENSG00000136305	27141	cell death inducing DFFA like effector b
CIDEB	ENSG00000285199	27141	cell death inducing DFFA like effector b
FAM196A	NA	NA	NA
RXFP4	ENSG00000173080	339403	relaxin family peptide/INSL5 receptor 4
ASF1A	ENSG00000111875	25842	anti-silencing function 1A histone chaperone
TRMT2A	ENSG00000099899	27037	tRNA methyltransferase 2 homolog A
FAM192A	ENSG00000172775	80011	family with sequence similarity 192 member A
ZNF24	ENSG00000172466	7572	zinc finger protein 24
RBBP7	ENSG00000102054	5931	RB binding protein 7, chromatin remodeling factor
OR2M2	ENSG00000198601	391194	olfactory receptor family 2 subfamily M member 2
MAP3K19	ENSG00000176601	80122	mitogen-activated protein kinase kinase kinase 19
PCYT1A	ENSG00000161217	5130	phosphate cytidylyltransferase 1, choline, alpha
LXN	ENSG00000079257	56925	latexin
ANPEP	ENSG00000166825	290	alanyl aminopeptidase, membrane
PPP1R12A	ENSG00000058272	4659	protein phosphatase 1 regulatory subunit 12A
DAO	ENSG00000110887	1610	D-amino acid oxidase
CSN2	ENSG00000135222	1447	casein beta
CSN2	ENSG00000283030	1447	casein beta
PLA2R1	ENSG00000153246	22925	phospholipase A2 receptor 1
ATP2B2	ENSG00000157087	491	ATPase plasma membrane Ca2+ transporting 2
EXOC5	ENSG00000070367	10640	exocyst complex component 5
GPR142	ENSG00000257008	350383	G protein-coupled receptor 142
METTL14	ENSG00000145388	57721	methyltransferase like 14
SOX1	ENSG00000182968	6656	SRY-box 1
HEATR9	ENSG00000270379	256957	HEAT repeat containing 9
HEATR9	ENSG00000276986	256957	HEAT repeat containing 9
FLI1	ENSG00000151702	2313	Fli-1 proto-oncogene, ETS transcription factor
PGGT1B	ENSG00000164219	5229	protein geranylgeranyltransferase type I subunit beta
CHST15	ENSG00000182022	51363	carbohydrate sulfotransferase 15
KCNQ3	ENSG00000184156	3786	potassium voltage-gated channel subfamily Q member 3
CHRNE	ENSG00000108556	1145	cholinergic receptor nicotinic epsilon subunit
CCL3L3	ENSG00000276085	414062	C-C motif chemokine ligand 3 like 3
CCL3L3	ENSG00000277796	414062	C-C motif chemokine ligand 3 like 3
CCL3L3	ENSG00000277768	414062	C-C motif chemokine ligand 3 like 3
CCL3L3	ENSG00000277336	414062	C-C motif chemokine ligand 3 like 3
SAMD13	ENSG00000203943	148418	sterile alpha motif domain containing 13
IFT172	ENSG00000138002	26160	intraflagellar transport 172
ATP6V1G3	ENSG00000151418	127124	ATPase H+ transporting V1 subunit G3
ATP6V1G3	ENSG00000263014	127124	ATPase H+ transporting V1 subunit G3
CRAMP1L	NA	NA	NA
TOLLIP	ENSG00000078902	54472	toll interacting protein
MBD3	ENSG00000071655	53615	methyl-CpG binding domain protein 3
TMEM134	ENSG00000172663	80194	transmembrane protein 134
MUC22	ENSG00000261272	100507679	mucin 22
LONRF1	ENSG00000154359	91694	LON peptidase N-terminal domain and ring finger 1
LONRF1	ENSG00000285360	91694	LON peptidase N-terminal domain and ring finger 1
OR4F5	ENSG00000186092	79501	olfactory receptor family 4 subfamily F member 5
ZDHHC4	ENSG00000136247	55146	zinc finger DHHC-type containing 4
TXNL4B	ENSG00000140830	54957	thioredoxin like 4B
PNLDC1	ENSG00000146453	154197	PARN like, ribonuclease domain containing 1
PDE6D	ENSG00000156973	5147	phosphodiesterase 6D
PALMD	ENSG00000099260	54873	palmdelphin
PSMD11	ENSG00000108671	5717	proteasome 26S subunit, non-ATPase 11
SLC30A8	ENSG00000164756	169026	solute carrier family 30 member 8
DGKG	ENSG00000058866	1608	diacylglycerol kinase gamma
IL1B	ENSG00000125538	3553	interleukin 1 beta
C1orf64	NA	NA	NA
KPNA4	ENSG00000186432	3840	karyopherin subunit alpha 4
POLRMT	ENSG00000099821	5442	RNA polymerase mitochondrial
TRIM31	ENSG00000204616	11074	tripartite motif containing 31
TRIM31	ENSG00000226402	11074	tripartite motif containing 31
TRIM31	ENSG00000224542	11074	tripartite motif containing 31
TRIM31	ENSG00000233573	11074	tripartite motif containing 31
TRIM31	ENSG00000225130	11074	tripartite motif containing 31
TRIM31	ENSG00000224168	11074	tripartite motif containing 31
TRIM31	ENSG00000137397	11074	tripartite motif containing 31
TRIM31	ENSG00000223531	11074	tripartite motif containing 31
CSN1S1	ENSG00000126545	1446	casein alpha s1
TPRA1	ENSG00000163870	131601	transmembrane protein adipocyte associated 1
SPRED2	ENSG00000198369	200734	sprouty related EVH1 domain containing 2
KSR1	ENSG00000141068	8844	kinase suppressor of ras 1
ROBO2	ENSG00000185008	6092	roundabout guidance receptor 2
POU3F1	ENSG00000185668	5453	POU class 3 homeobox 1
FGL1	ENSG00000104760	2267	fibrinogen like 1
PPP1R2	ENSG00000184203	5504	protein phosphatase 1 regulatory inhibitor subunit 2
MRPS11	ENSG00000181991	64963	mitochondrial ribosomal protein S11
GAGE12C	ENSG00000237671	729422	G antigen 12C
VANGL2	ENSG00000162738	57216	VANGL planar cell polarity protein 2
GPR108	ENSG00000125734	56927	G protein-coupled receptor 108
ADGRG5	ENSG00000159618	221188	adhesion G protein-coupled receptor G5
FIGF	NA	NA	NA
ABCE1	ENSG00000164163	6059	ATP binding cassette subfamily E member 1
ENDOD1	ENSG00000149218	23052	endonuclease domain containing 1
TESC	ENSG00000088992	54997	tescalcin
TOP3B	ENSG00000100038	8940	DNA topoisomerase III beta
RAB19	ENSG00000146955	401409	RAB19, member RAS oncogene family
STX16	ENSG00000124222	8675	syntaxin 16
SCTR	ENSG00000080293	6344	secretin receptor
NUP35	ENSG00000163002	129401	nucleoporin 35
PFKM	ENSG00000152556	5213	phosphofructokinase, muscle
IL4R	ENSG00000077238	3566	interleukin 4 receptor
HSPB9	ENSG00000260325	94086	heat shock protein family B (small) member 9
NAE1	ENSG00000159593	8883	NEDD8 activating enzyme E1 subunit 1
SLC6A14	ENSG00000268104	11254	solute carrier family 6 member 14
HLA-A	ENSG00000206503	3105	major histocompatibility complex, class I, A
HLA-A	ENSG00000224320	3105	major histocompatibility complex, class I, A
HLA-A	ENSG00000229215	3105	major histocompatibility complex, class I, A
HLA-A	ENSG00000231834	3105	major histocompatibility complex, class I, A
HLA-A	ENSG00000235657	3105	major histocompatibility complex, class I, A
HLA-A	ENSG00000223980	3105	major histocompatibility complex, class I, A
HLA-A	ENSG00000206505	3105	major histocompatibility complex, class I, A
HLA-A	ENSG00000227715	3105	major histocompatibility complex, class I, A
CHURC1-FNTB	ENSG00000125954	100529261	CHURC1-FNTB readthrough
CHURC1-FNTB	ENSG00000257365	100529261	CHURC1-FNTB readthrough
LMNB2	ENSG00000176619	84823	lamin B2
ERC2	ENSG00000187672	26059	ELKS/RAB6-interacting/CAST family member 2
POLL	ENSG00000166169	27343	DNA polymerase lambda
GLI1	ENSG00000111087	2735	GLI family zinc finger 1
TMEM233	ENSG00000224982	387890	transmembrane protein 233
APOA5	ENSG00000110243	116519	apolipoprotein A5
CEP89	ENSG00000121289	84902	centrosomal protein 89
CCL26	ENSG00000006606	10344	C-C motif chemokine ligand 26
AKAP10	ENSG00000108599	11216	A-kinase anchoring protein 10
MPZL2	ENSG00000149573	10205	myelin protein zero like 2
HAGH	ENSG00000063854	3029	hydroxyacylglutathione hydrolase
PDZD9	ENSG00000155714	255762	PDZ domain containing 9
PDZD9	ENSG00000284316	255762	PDZ domain containing 9
COMMD1	ENSG00000173163	150684	copper metabolism domain containing 1
CXorf56	ENSG00000018610	63932	chromosome X open reading frame 56
RPS23	ENSG00000186468	6228	ribosomal protein S23
FNDC3A	ENSG00000102531	22862	fibronectin type III domain containing 3A
CD177	ENSG00000204936	57126	CD177 molecule
NUDT7	ENSG00000140876	283927	nudix hydrolase 7
HOXA11	ENSG00000005073	3207	homeobox A11
MEIS3	ENSG00000105419	56917	Meis homeobox 3
CTXN2	ENSG00000233932	399697	cortexin 2
OR8B12	ENSG00000170953	219858	olfactory receptor family 8 subfamily B member 12
DMRTA1	ENSG00000176399	63951	DMRT like family A1
ACTR3B	ENSG00000133627	57180	ARP3 actin related protein 3 homolog B
ARF6	ENSG00000165527	382	ADP ribosylation factor 6
CITED2	ENSG00000164442	10370	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
DEFA3	ENSG00000239839	1668	defensin alpha 3
DEFA3	ENSG00000284835	1668	defensin alpha 3
SCARB2	ENSG00000138760	950	scavenger receptor class B member 2
TNXB	ENSG00000168477	7148	tenascin XB
TNXB	ENSG00000236236	7148	tenascin XB
TNXB	ENSG00000229353	7148	tenascin XB
TNXB	ENSG00000233323	7148	tenascin XB
TNXB	ENSG00000231608	7148	tenascin XB
TNXB	ENSG00000229341	7148	tenascin XB
TNXB	ENSG00000206258	7148	tenascin XB
TNXB	ENSG00000236221	7148	tenascin XB
SPDYE3	ENSG00000214300	441272	speedy/RINGO cell cycle regulator family member E3
EXOC1	ENSG00000090989	55763	exocyst complex component 1
MUC17	ENSG00000169876	140453	mucin 17, cell surface associated
BAMBI	ENSG00000095739	25805	BMP and activin membrane bound inhibitor
ERC1	ENSG00000082805	23085	ELKS/RAB6-interacting/CAST family member 1
ERC1	ENSG00000283017	23085	ELKS/RAB6-interacting/CAST family member 1
FAM200B	ENSG00000237765	285550	family with sequence similarity 200 member B
ZXDA	ENSG00000198205	7789	zinc finger X-linked duplicated A
FKBP1B	ENSG00000119782	2281	FK506 binding protein 1B
GADD45GIP1	ENSG00000179271	90480	GADD45G interacting protein 1
GLG1	ENSG00000090863	2734	golgi glycoprotein 1
C2orf27A	ENSG00000197927	29798	chromosome 2 open reading frame 27A
C2orf27A	ENSG00000274392	29798	chromosome 2 open reading frame 27A
OR10H3	ENSG00000171936	26532	olfactory receptor family 10 subfamily H member 3
SULT1C3	ENSG00000196228	442038	sulfotransferase family 1C member 3
ST8SIA1	ENSG00000111728	6489	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
C3orf52	ENSG00000114529	79669	chromosome 3 open reading frame 52
C3orf52	ENSG00000285394	79669	chromosome 3 open reading frame 52
TIMD4	ENSG00000145850	91937	T cell immunoglobulin and mucin domain containing 4
MC4R	ENSG00000166603	4160	melanocortin 4 receptor
PADI4	ENSG00000159339	23569	peptidyl arginine deiminase 4
PADI4	ENSG00000280908	23569	peptidyl arginine deiminase 4
PEAK1	ENSG00000173517	79834	pseudopodium enriched atypical kinase 1
OR6B2	ENSG00000182083	389090	olfactory receptor family 6 subfamily B member 2
HDAC11	ENSG00000163517	79885	histone deacetylase 11
GTSCR1	ENSG00000263417	220158	Gilles de la Tourette syndrome chromosome region, candidate 1
OR8B3	ENSG00000284609	390271	olfactory receptor family 8 subfamily B member 3
SUB1	ENSG00000113387	10923	SUB1 homolog, transcriptional regulator
TMSB15B	ENSG00000158427	286527	thymosin beta 15B
TMSB15B	ENSG00000269226	286527	thymosin beta 15B
TMSB15B	ENSG00000158164	286527	thymosin beta 15B
CHCHD7	ENSG00000170791	79145	coiled-coil-helix-coiled-coil-helix domain containing 7
PCDHAC2	ENSG00000243232	56134	protocadherin alpha subfamily C, 2
UGDH	ENSG00000109814	7358	UDP-glucose 6-dehydrogenase
MB21D2	ENSG00000180611	151963	Mab-21 domain containing 2
DPP9	ENSG00000142002	91039	dipeptidyl peptidase 9
NELL1	ENSG00000165973	4745	neural EGFL like 1
TMEM132A	ENSG00000006118	54972	transmembrane protein 132A
MDC1	ENSG00000137337	9656	mediator of DNA damage checkpoint 1
MDC1	ENSG00000234012	9656	mediator of DNA damage checkpoint 1
MDC1	ENSG00000206481	9656	mediator of DNA damage checkpoint 1
MDC1	ENSG00000228575	9656	mediator of DNA damage checkpoint 1
MDC1	ENSG00000225589	9656	mediator of DNA damage checkpoint 1
MDC1	ENSG00000231135	9656	mediator of DNA damage checkpoint 1
MDC1	ENSG00000224587	9656	mediator of DNA damage checkpoint 1
MDC1	ENSG00000237095	9656	mediator of DNA damage checkpoint 1
C1orf210	ENSG00000253313	149466	chromosome 1 open reading frame 210
CCR6	ENSG00000112486	1235	C-C motif chemokine receptor 6
DGUOK	ENSG00000114956	1716	deoxyguanosine kinase
NBPF6	ENSG00000186086	653149	NBPF member 6
VCX	ENSG00000182583	26609	variable charge X-linked
ALDOB	ENSG00000136872	229	aldolase, fructose-bisphosphate B
ZRANB1	ENSG00000019995	54764	zinc finger RANBP2-type containing 1
ZNF554	ENSG00000172006	115196	zinc finger protein 554
ZNF488	ENSG00000265763	118738	zinc finger protein 488
OR10A2	ENSG00000170790	341276	olfactory receptor family 10 subfamily A member 2
PSMB1	ENSG00000008018	5689	proteasome subunit beta 1
PSMB1	ENSG00000281184	5689	proteasome subunit beta 1
COL1A2	ENSG00000164692	1278	collagen type I alpha 2 chain
MDGA2	ENSG00000139915	161357	MAM domain containing glycosylphosphatidylinositol anchor 2
DUX4	ENSG00000260596	100288687	double homeobox 4
DUX4	ENSG00000283949	100288687	double homeobox 4
OVOL1	ENSG00000172818	5017	ovo like transcriptional repressor 1
RASGRP4	ENSG00000171777	115727	RAS guanyl releasing protein 4
DPYS	ENSG00000147647	1807	dihydropyrimidinase
C8orf74	ENSG00000171060	203076	chromosome 8 open reading frame 74
C8orf74	ENSG00000285147	203076	chromosome 8 open reading frame 74
DENND1A	ENSG00000119522	57706	DENN domain containing 1A
RBSN	ENSG00000131381	64145	rabenosyn, RAB effector
LINC01272	NA	NA	NA
RIMKLB	ENSG00000166532	57494	ribosomal modification protein rimK like family member B
FBXO39	ENSG00000177294	162517	F-box protein 39
TMEM190	ENSG00000160472	147744	transmembrane protein 190
